Claim_ID,Date_of_Claim,Claim_Amount,Claim_Status,Reason_for_Claim,Policy_ID
CLM78907976,2023-12-22,45555,Pending,Wait according with myself.,POL19165656
CLM79612607,2022-04-26,31025,Pending,Others difficult individual about remember more describe.,POL82403986
CLM20105617,2024-09-18,33462,Pending,Bill tough accept food anything design.,POL73793836
CLM61608257,2023-04-26,69922,Approved,Want power identify take president.,POL80263334
CLM30820738,2021-06-22,8430,Approved,Evidence vote store everyone thank TV personal.,POL38108331
CLM97620072,2021-01-23,49029,Pending,Bring shake month.,POL09884871
CLM43211046,2024-10-30,36069,Denied,Miss be two room friend include.,POL21160213
CLM39378504,2022-01-08,84465,Pending,Green perform recognize discuss strategy personal recent.,POL15402724
CLM91249145,2022-05-12,45653,Approved,Police defense beautiful.,POL98472964
CLM60303520,2024-05-03,23861,Pending,Above dark others huge drop bit last.,POL86878649
CLM46560814,2021-03-19,9038,Approved,Agreement rich yet probably through word.,POL27188629
CLM12603194,2022-07-16,43391,Approved,Reflect picture than better.,POL22122235
CLM83940877,2020-09-21,90496,Approved,Area leave and just different data.,POL57602095
CLM52275066,2020-03-28,58590,Denied,Shake everybody son worry election against.,POL33015134
CLM13465229,2019-12-31,26439,Approved,Theory director quality foreign.,POL63517748
CLM34215739,2021-01-25,48863,Approved,Father interesting report such part pass use.,POL80201508
CLM85174806,2020-05-27,62135,Approved,Role ten a guy note clearly involve.,POL44986450
CLM19510743,2020-04-13,76610,Approved,Company six before security.,POL52716316
CLM27882155,2021-01-07,54097,Approved,Still station can exactly beautiful.,POL88358873
CLM23840340,2021-09-27,67973,Pending,Hand wind police cause TV.,POL35373090
CLM02291766,2024-04-20,53173,Approved,Focus learn past night.,POL99391697
CLM31856843,2021-03-17,66132,Denied,Wait moment assume.,POL17108285
CLM72366649,2021-08-01,35932,Pending,Scene government book offer.,POL91111316
CLM31267677,2022-12-22,56142,Approved,Cup always adult account key.,POL82132627
CLM22395638,2020-10-05,89275,Denied,It kitchen force.,POL75098865
CLM80308617,2023-02-06,85653,Pending,Structure difficult data yard respond foreign population.,POL08589309
CLM64466891,2022-04-23,86128,Denied,Seem water pretty key maybe someone than.,POL46926974
CLM63126960,2022-02-03,23962,Denied,Get full seek environmental because.,POL86241971
CLM44882003,2020-10-03,73135,Pending,Along everything green effort small skill message describe.,POL06415305
CLM39633854,2020-02-19,64046,Denied,Change together without ever.,POL74728288
CLM89611695,2021-03-06,76705,Pending,Finally player tax adult one whose.,POL97005943
CLM31587973,2022-03-25,43535,Approved,However then practice attention.,POL77239759
CLM45332139,2023-10-05,37900,Pending,About ability evidence national nice each wish.,POL87187767
CLM30899533,2024-05-19,41566,Denied,Fine owner send group buy.,POL45114954
CLM75360154,2022-09-20,7678,Approved,Citizen mother high.,POL92549260
CLM88253882,2022-09-16,54562,Approved,Wall child teach one serve campaign national.,POL23964698
CLM64115888,2022-06-29,78079,Pending,Window impact somebody hair during religious.,POL70872179
CLM21686321,2024-10-23,12817,Denied,Form there ready.,POL19053430
CLM16526843,2022-04-05,10958,Denied,Owner year interesting certainly girl hear.,POL23986344
CLM31217360,2021-07-18,41525,Denied,Anything look marriage loss ready.,POL31990750
CLM83462151,2023-02-20,40113,Pending,Argue fall know blood figure kind.,POL29305592
CLM22483080,2023-05-14,45259,Approved,Answer early happen class play open.,POL20662516
CLM48266695,2020-02-17,87190,Denied,Would boy support strong rather boy choose discussion.,POL87949298
CLM75076263,2024-04-03,86939,Denied,When commercial view miss much glass.,POL79704196
CLM33764570,2020-04-08,60865,Denied,Piece keep start indeed full air.,POL31924493
CLM71508431,2021-11-03,77144,Approved,What peace election protect enjoy.,POL70586146
CLM78465232,2022-04-18,25161,Approved,Military discuss start choice.,POL46591798
CLM77992044,2020-01-02,39853,Approved,Treat major wind us lot.,POL61660074
CLM63326790,2021-10-31,44158,Denied,Wall wonder one role area well.,POL03710995
CLM99158654,2022-11-15,15983,Pending,Write couple risk cause environmental family.,POL44829275
CLM10181534,2020-08-23,81841,Denied,Marriage major people.,POL16231917
CLM94033101,2021-06-30,48082,Approved,Mrs us democratic still event shake.,POL89559053
CLM52143614,2024-02-15,98064,Denied,Ball prove finish reason art amount.,POL40740703
CLM42342962,2022-01-04,25245,Approved,Left state politics each force else.,POL41060251
CLM36681308,2023-10-20,13726,Pending,Draw conference result three yes can.,POL78449319
CLM83688699,2023-12-20,48728,Pending,Season not activity approach affect defense treatment.,POL41171995
CLM88835225,2023-01-11,93918,Pending,Today difference far participant today structure bed current.,POL45984534
CLM09397686,2024-05-15,38782,Approved,Reduce seat sign many he.,POL74477795
CLM61394347,2024-05-03,43443,Approved,Suffer prove young hand.,POL73143221
CLM32649379,2024-10-01,13276,Approved,Describe care human put.,POL19323581
CLM43903966,2020-03-16,92801,Pending,Back only team recognize.,POL50033315
CLM31445744,2021-02-19,60007,Pending,Goal beat thousand wall establish.,POL39253825
CLM46513867,2022-04-09,34084,Pending,Tough low race indeed effect.,POL41295564
CLM01417658,2024-01-29,97433,Denied,We sport increase his.,POL96011634
CLM38117495,2021-09-29,64695,Pending,Evening green social.,POL75206437
CLM96613635,2020-08-31,12597,Pending,Manager institution have price great risk she.,POL27929198
CLM65738901,2020-12-17,13051,Pending,Just seek seem letter street impact.,POL20801175
CLM00489377,2022-07-20,13791,Pending,Night here her computer point.,POL88975946
CLM35160261,2023-08-17,85786,Pending,Move remain visit none risk.,POL31482176
CLM05876977,2024-04-02,26173,Approved,Dog parent much occur minute.,POL91232159
CLM56275171,2023-09-20,27388,Denied,Without offer phone benefit arm manager around.,POL40270611
CLM04957515,2023-10-27,43954,Denied,Collection yet nation writer section ok.,POL62455700
CLM99220454,2022-02-21,28312,Denied,Raise yes rise.,POL81927332
CLM42816760,2022-11-26,88013,Pending,Red under would color learn.,POL79694527
CLM93462112,2024-06-06,13354,Denied,Chance all later various.,POL21697182
CLM04168533,2024-02-13,47895,Approved,Money future degree customer happy air.,POL47517699
CLM40166855,2021-12-01,59809,Pending,Enjoy purpose camera memory.,POL18546067
CLM89949845,2020-01-02,31950,Denied,Director buy term station.,POL50060227
CLM41218271,2022-05-21,45703,Approved,Already take result blue Republican believe.,POL53944841
CLM85898203,2020-11-30,26917,Pending,Worker throw military mission federal.,POL41060024
CLM08818989,2023-12-26,81745,Pending,Win happy form image a consider finally.,POL86921629
CLM10472194,2020-01-24,87790,Pending,Worker behind gun address up.,POL65664761
CLM34250994,2022-02-05,13056,Denied,Despite major cost just red.,POL40759511
CLM69390418,2024-04-01,36133,Denied,Line material sit might wait hotel establish account.,POL35254218
CLM91917525,2024-04-25,68431,Approved,East fish second situation whether choose away.,POL48634910
CLM51429392,2023-09-07,9398,Approved,Perhaps senior front draw million hear discussion career.,POL43817285
CLM89805457,2024-05-05,87517,Pending,Table special some security.,POL95455759
CLM25176626,2022-01-19,41815,Approved,Reduce successful dark news represent month professional black.,POL40774086
CLM73299990,2020-09-26,89121,Denied,Pretty true participant program stay world.,POL27188629
CLM74238024,2022-03-10,26895,Approved,Anyone common history after.,POL11227831
CLM90358995,2021-08-16,12208,Approved,Notice little box foot chair.,POL65991604
CLM06697367,2022-09-24,16449,Approved,Area body present successful meeting police industry window.,POL22606184
CLM87495239,2023-08-16,17610,Denied,Image now score force.,POL37180601
CLM44856896,2021-11-21,85575,Denied,Food page quickly yeah upon stop let between.,POL62149179
CLM89988335,2024-03-11,65726,Pending,Church college may identify.,POL28804957
CLM96384122,2022-11-19,66011,Approved,Decide both stand radio decide wonder.,POL50109489
CLM18703027,2023-08-16,85981,Approved,Son list red student learn become.,POL27569348
CLM12745255,2024-04-25,2652,Approved,Son member reduce probably few avoid president law.,POL72255591
CLM41433665,2020-10-13,90014,Pending,Able family hundred important professor.,POL69516845
CLM34599061,2020-04-23,51334,Pending,Treat recent plan security activity end cause history.,POL65805829
CLM48171060,2023-01-15,5619,Approved,Make natural daughter home laugh agent writer.,POL30144763
CLM77203605,2023-06-20,12682,Approved,Last high at fill statement.,POL12021840
CLM83716008,2020-06-26,48639,Denied,Successful blood physical single almost.,POL26162057
CLM24569793,2023-06-29,83570,Approved,Much especially after activity that type new.,POL56799404
CLM79951850,2021-03-30,39450,Pending,Someone share teacher many.,POL94687907
CLM65131837,2024-12-21,29956,Denied,Effect particular town environmental popular method.,POL51620232
CLM97424455,2024-07-17,74491,Pending,Article black score production hundred.,POL60396773
CLM00048719,2020-01-23,4606,Approved,Eat response style.,POL91751592
CLM45268662,2022-10-04,83886,Pending,Month doctor movie current line site artist.,POL47162094
CLM40816990,2020-03-16,44344,Denied,Nor page everyone interesting.,POL92249528
CLM76467236,2022-09-11,34596,Approved,Design forward box possible half technology.,POL79091785
CLM03957180,2024-02-26,77548,Denied,Impact look house relationship any great activity.,POL52466157
CLM18703102,2020-09-17,63440,Pending,Hair we memory whom individual network sea.,POL40235413
CLM74912941,2022-05-08,63158,Approved,Many produce feel affect arrive event listen democratic.,POL96966394
CLM88213808,2021-01-13,32965,Approved,Candidate perform attorney down adult describe.,POL51196030
CLM01804694,2024-01-17,83001,Pending,Line training PM south specific.,POL21548187
CLM45253802,2022-04-25,77656,Denied,Lose than must often.,POL29892884
CLM12291781,2020-10-11,91934,Approved,Society ten so center group write life.,POL91121585
CLM29090540,2021-09-26,33624,Approved,Police move woman method market.,POL56170272
CLM52647621,2023-09-14,36261,Approved,Front line its together.,POL28055319
CLM18412944,2023-03-03,62369,Pending,Ever against traditional.,POL61012482
CLM12058605,2020-08-18,30786,Denied,Present dinner indeed instead network point race.,POL60442059
CLM96796246,2020-06-20,49023,Denied,Rise close page under.,POL83997445
CLM88485198,2021-02-08,31856,Pending,Must standard professional choice.,POL92889380
CLM89467038,2022-02-23,48321,Pending,Appear where phone pressure but single.,POL65042207
CLM49223576,2023-01-29,28672,Pending,Election throw idea toward cover day.,POL24735696
CLM43204485,2023-02-27,38041,Approved,Agreement wear drive.,POL79654180
CLM38645525,2022-12-27,80945,Denied,Worker expect site public statement course.,POL30621978
CLM52761789,2020-02-19,67355,Denied,Some miss at simple.,POL62289648
CLM49698521,2023-06-05,60641,Pending,Than specific deal like religious outside participant.,POL69437529
CLM81659295,2023-03-22,58910,Denied,Pay but city order.,POL23193106
CLM23105963,2020-01-27,10640,Approved,Sometimes Republican again ball newspaper statement.,POL03368809
CLM15763197,2021-08-10,64008,Pending,Method anything term star suffer reduce.,POL33870558
CLM83169875,2020-06-12,93330,Pending,Ask want out push toward.,POL01356668
CLM93860607,2022-12-04,4302,Approved,Court agreement employee its care.,POL73302460
CLM01670688,2024-02-10,93205,Pending,Affect game source worry ok.,POL29465290
CLM47325455,2024-04-07,64150,Approved,Deep stock its door every treatment.,POL21119152
CLM42594221,2023-03-29,82846,Denied,Heart subject agree this music.,POL77315241
CLM35665892,2021-02-18,95540,Approved,Small them company she poor financial.,POL40092390
CLM58163260,2023-11-15,52786,Approved,Guess note billion include seat.,POL51514265
CLM22563820,2024-04-25,18126,Denied,Be stop old everybody perform book minute skin.,POL80364635
CLM63150265,2024-05-07,83979,Denied,Type then those dog sure positive term station.,POL76536421
CLM05259904,2021-07-22,91075,Denied,Daughter role eye black table yeah.,POL60143824
CLM37546325,2021-04-30,82071,Approved,Nothing author someone stand skill.,POL95980834
CLM29606483,2024-06-09,89470,Denied,Particularly across reflect health.,POL01239814
CLM65939189,2021-08-03,39568,Pending,Push project south animal edge program a.,POL35831200
CLM30252438,2021-01-21,41212,Denied,Nothing perhaps field.,POL64095916
CLM65089206,2021-09-02,88394,Pending,Language remember low food.,POL28573734
CLM46065865,2023-10-28,80485,Pending,Describe particular window tonight among product.,POL60705643
CLM25190153,2023-06-15,34564,Approved,They left know admit southern now become.,POL77268137
CLM01734171,2024-03-16,74962,Denied,Explain care he person.,POL63897899
CLM28554964,2024-05-03,46304,Pending,Support few attorney guy.,POL18760277
CLM95427247,2021-01-18,85513,Approved,Investment can week other interest alone early.,POL75089142
CLM41253460,2023-12-13,5791,Approved,Explain measure organization the wrong we.,POL32797362
CLM80537934,2023-08-13,8911,Pending,Must I after wife continue.,POL26638176
CLM70488848,2021-07-01,78141,Denied,Suffer north later time dinner firm opportunity.,POL98320101
CLM03180030,2021-11-18,51570,Denied,Significant war challenge protect research strategy.,POL93648130
CLM69563865,2020-08-31,96788,Pending,Believe present art box phone enough.,POL61605343
CLM08139726,2024-05-25,97305,Approved,Appear community agency run cover against.,POL10236705
CLM60880379,2023-12-29,54711,Approved,Tonight home adult Republican successful star foreign.,POL89484652
CLM47229522,2023-01-05,74320,Denied,Spend technology pull top fall strong them.,POL69697487
